id,test_code,subject,content_domain,difficulty,question_type,review_status,reviewer,source_basis,duplicate_hash,stem_preview
5004-084,5004,Social Studies,World History and Economics,hard,single-select,human-reviewed,legacy-import,legacy-unknown,2cdedeab3103119a4532945269a3053bfe211a3fc7f0cfd9f1d6f7eeb8ac28fe,Students think that all civilizations follow the same developmental path. Which evidence challenges 
5004-085,5004,Social Studies,World History and Economics,easy,single-select,human-reviewed,legacy-import,legacy-unknown,de32459abc2a75a9bf936e9dd5662beb7ccd2e51a8ebe53cefd62fe97599935c,What is the main religion of India?
5005-097,5005,Science,Earth Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,2a9c412a1d6b7b3da4908c86bcde5fbdcff692a84dd556f5133dcbdd79ab37eb,What is the Earth's crust made of?
5005-098,5005,Science,Earth Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,8c6f26de76ddc434cd5e31779c686d0852e640416bffebff7d0b07f6de539ae4,How do fossils form?
5005-099,5005,Science,Earth Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,dba4d4456c7394cf1f67033d9cf052083f5ce5595bcc32dedbd565cb40fb9060,Students think that fossils prove species never change. How should a teacher respond?
5005-100,5005,Science,Earth Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,b8653cbb6107139e935a7cd37b2f78a77da4749fbfc7ad47c7759d2a6618a37c,What type of earthquake wave travels fastest?
5005-101,5005,Science,Earth Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,05c55278dac9d4dac13a2aa002ff96810db5ab3aac8f594656d72ab92d2af8a6,"What is the process by which rain, snow, or sleet falls to Earth?"
5005-102,5005,Science,Earth Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,a6fab84703ac4e2884501c933861f897d58e7881acc2fd631eb12912c41dfbc4,Why are sedimentary rocks important to scientists?
5005-103,5005,Science,Earth Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,0990dfbbc9fe9c83989ef8ece95b93066a29e6bbf54a91dd6d80cbb1843beff5,Which demonstration best shows how mountains form?
5005-104,5005,Science,Earth Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,432773163a22a51b390e38757a3e31ceac1c1124c09964a6e0b49020209e53cc,What is the theory of plate tectonics?
5002-086,5002,Reading and Language Arts,Reading,easy,single-select,human-reviewed,legacy-import,legacy-unknown,6c6e0559fa28e48a7495a61b07ae9c95efd7f6a683d920a792083f40f98f099c,"What is the rhyme scheme of a poem with lines ending in cat, hat, dog, log?"
5002-087,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,d677628355f4b136c7b04263db262785344e9b7fc260575030d4b1bb18c4c1bc,What is the difference between connotation and denotation?
5002-088,5002,Reading and Language Arts,Reading,hard,single-select,human-reviewed,legacy-import,legacy-unknown,83e250120f1d6499cbf509da4fd81146be87c268802cca6364623f89bbd8cd83,A passage contrasts the narrator's childhood memories with present reality. What is the effect of th
5002-089,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,9a40cbdd4c4d3cb39a9f8616019d6b8dfd3fad806a3f027d2e69191ff71def95,Which strategy best builds students' reading stamina?
5002-090,5002,Reading and Language Arts,Reading,easy,single-select,human-reviewed,legacy-import,legacy-unknown,580bfd42c01d138033a7beeacde1f88a7e811766d5601e8ebef5eb5dbd0c587c,What is an epigraph?
5002-091,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,2f1a0a34245b30610f2ff17f642c2ec17e71e841e8040cc8b007577445d73fb4,Why might an author use an unreliable narrator?
5002-092,5002,Reading and Language Arts,Reading,hard,single-select,human-reviewed,legacy-import,legacy-unknown,004a9c332b6b41c677c1e9aa922c09226d7ff8e387e1e4d025f3910abdd5a17b,Students can decode but cannot summarize. Which approach helps?
5002-093,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,c1c22ba696cad4b8f7b310064eae526be850ecd469057cb0449f1310b22b3acf,What is the function of foreshadowing?
5002-094,5002,Reading and Language Arts,Reading,easy,single-select,human-reviewed,legacy-import,legacy-unknown,34c93b22dbd4b53f5e768b0d7aeff45da1fa798742ab4f3bdfea1bb993f8c16b,Which sentence contains clear onomatopoeia?
5002-095,5002,Reading and Language Arts,Reading,hard,single-select,human-reviewed,legacy-import,legacy-unknown,bfaf22540671c4402b8b36886a6bbc16e6458ca54d30017b3acbf46357893ca9,A student reads a historical account that presents only one side of a conflict. What skill should th
5002-096,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,60511ea61c6b1ed9a40704307c1e48df2c1c96fb82d9f17bc32872b878004c9d,Which technique helps students visualize text?
5002-097,5002,Reading and Language Arts,Reading,easy,single-select,human-reviewed,legacy-import,legacy-unknown,3f1bd3b49c49c7a514bb2c592906c031be26c061759dde3a3d4cbd3b32ae3718,What is a palindrome?
5002-098,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,ece8ec942af0d5e0066d7285e419b68fea430bd6acae87d72b3086b7da654e6c,What is the effect of a non-linear narrative?
5002-099,5002,Reading and Language Arts,Reading,hard,single-select,human-reviewed,legacy-import,legacy-unknown,1c8df05755d1872296f3881d0a400b145b849e7d7b2d2757fc09b6727ec1e048,Students struggle with abstract concepts in literature. Which support is most effective?
5002-100,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,b160166ff7a53d1218cb030ef4565b5ee569e171085e4c8b5cd00947f5b03763,What is a motif in literature?
5002-101,5002,Reading and Language Arts,"Writing, Speaking, and Listening",easy,single-select,human-reviewed,legacy-import,legacy-unknown,ec37b16d3553194fa83486fe7811250ebe5d6a35395c5666191743b9d83155a6,What is an adverb?
5002-102,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,6fbeb05b95785e7f49a58056df4afc63aa86dbfd76ba1e2ece84df5b007f01f5,Which sentence uses an idiom to mean that someone identified the exact issue?
5002-103,5002,Reading and Language Arts,"Writing, Speaking, and Listening",hard,single-select,human-reviewed,legacy-import,legacy-unknown,9d823fb4dc37ee25227d6771407f84bae172c0794210b6def57c46b79486e7c6,A student's writing lacks voice and sounds mechanical. Which feedback is most helpful?
5002-104,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,b1140243137d45e13720f7f4801cb37a1cef82c5fe8f86f707e962d277e68f4d,What is a run-on sentence?
5002-105,5002,Reading and Language Arts,"Writing, Speaking, and Listening",easy,single-select,human-reviewed,legacy-import,legacy-unknown,a8aabcc77e6610ab27f458559b75a6865670be62b1ff2e835aa85aee6e931aee,What does a comma splice fix require?
5002-106,5002,Reading and Language Arts,"Writing, Speaking, and Listening",hard,single-select,human-reviewed,legacy-import,legacy-unknown,190c1a8eef67b80e7bf9578575a448f69bc219632751f63d7c8e08115469703b,Which revision improves clarity without changing meaning: 'The utilization of the apparatus was perf
5002-107,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,7d1c2e75370be044af1173253048881a2dae0d8e3caad45f68c34f03ed99d9e5,Which strategy best teaches students to write effective introductions?
5002-108,5002,Reading and Language Arts,"Writing, Speaking, and Listening",easy,single-select,human-reviewed,legacy-import,legacy-unknown,0f9bce04d572704d6a356b631221f7f55bbd6d20a4d5e2de72129dc4c07dd0fc,What is a dangling participle?
5002-109,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,58b8239e13d2ebb3b73b3546ac1f54ec1a95a03bc5509c3463b018af95dd9ef8,Which sentence demonstrates correct use of the subjunctive?
5002-110,5002,Reading and Language Arts,"Writing, Speaking, and Listening",hard,single-select,human-reviewed,legacy-import,legacy-unknown,eed3cd9f2a651d7a4e09c608d35f40593bfc1d3fb356fc9c9496479683d6e56a,A student writes: 'Me and him went to the store.' How should a teacher respond?
5002-111,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,3f518aba64b9b19c0dcec5a87821fea8d5ecb3d771f33d073fcfd408e3bc9458,What is the purpose of an appendix?
5002-112,5002,Reading and Language Arts,"Writing, Speaking, and Listening",easy,single-select,human-reviewed,legacy-import,legacy-unknown,03d79c82d3200de9e7ab511b2c2134500d2f494f3a2ed6c52cd440c7ecc24c31,Which is a subordinating conjunction?
5002-113,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,40ed018cfd382aafbcab0be1adb445571b7d090c76391d4e75df50f600f6dcbe,Why is revision different from editing?
5002-114,5002,Reading and Language Arts,"Writing, Speaking, and Listening",hard,single-select,human-reviewed,legacy-import,legacy-unknown,4b5d1f09f9a84269eb252cf6e81f6d61182de8017d8019c540d566419969b1ec,Students use vague language like 'stuff' and 'things.' Which intervention helps?
5002-115,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,00c038dd2b1b35a196bac238fcc76c8567ff7c5639c56b26f8a4e44f1f535e0e,What is a transition word?
5004-086,5004,Social Studies,"United States History, Government, and Citizenship",easy,single-select,human-reviewed,legacy-import,legacy-unknown,b8536c3ac07fca8acc4165250b7c9c8050e36b6f35d937966ce0e10ffbfc4498,What are the first three words of the Constitution?
5004-087,5004,Social Studies,"United States History, Government, and Citizenship",medium,single-select,human-reviewed,legacy-import,legacy-unknown,4a1826a84a124a9448fe6955ffb3b4dd9aa14aa455ff41ea54f591af36c72e07,What is the purpose of impeachment?
5004-088,5004,Social Studies,"United States History, Government, and Citizenship",hard,single-select,human-reviewed,legacy-import,legacy-unknown,a6c65a8af13dfc58baab3e593eb2469a23442635d044034d79bfbeeed67f25ee,Why was the Bill of Rights added to the Constitution?
5004-089,5004,Social Studies,"United States History, Government, and Citizenship",medium,single-select,human-reviewed,legacy-import,legacy-unknown,d2ef8584628cb260ad389a50e0972e83c22b7056cff7a7a0642aa4d5930753fd,Which activity best teaches students about civic participation?
5004-090,5004,Social Studies,"United States History, Government, and Citizenship",easy,single-select,human-reviewed,legacy-import,legacy-unknown,8523c1dfcece91aceccf65ea49dd79b5a5a832b9f2948273335787009250b9cb,How long does a Supreme Court justice serve?
5004-091,5004,Social Studies,"United States History, Government, and Citizenship",medium,single-select,human-reviewed,legacy-import,legacy-unknown,7733bd249cad9339d7f71ca64f3c293a7e1fecaddeb53014f63ec7fbc0fc2dad,What is the significance of Marbury v. Madison?
5004-092,5004,Social Studies,"United States History, Government, and Citizenship",hard,single-select,human-reviewed,legacy-import,legacy-unknown,1c6799ad342b7c35742a512b07966dba43db1c2cf901c16ee3046c0378994d9a,Students think the Constitution is set in stone and cannot change. How should a teacher respond?
5004-093,5004,Social Studies,"United States History, Government, and Citizenship",medium,single-select,human-reviewed,legacy-import,legacy-unknown,b0390ce4839644dccfc63f485ee1bca692f6f43685af707b641d45faffc0b29b,What is the role of the House of Representatives?
5004-094,5004,Social Studies,"United States History, Government, and Citizenship",easy,single-select,human-reviewed,legacy-import,legacy-unknown,510435830f9159c7da9e4461d5793621291a01c6602d68d959739ce33610fb8c,What is a veto?
5004-095,5004,Social Studies,"United States History, Government, and Citizenship",hard,single-select,human-reviewed,legacy-import,legacy-unknown,26bd64b94ba966f78fa6f7cb8a6fe097256ac0175d27628f103155c6bab916f0,How does the Electoral College work?
5005-105,5005,Science,Life Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,90e940dd9dcf3612cc684003d63a2a18ce6863ac365f3b803f9c651a006d71fb,What is the function of the nucleus?
5005-106,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,f9de5f65a40db14ac293c0194cc8f8f5975ea01d46748700034bb704124bed7d,Why are wetlands important ecosystems?
5005-107,5005,Science,Life Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,5004a6c29a3219316e8c67c6e99749567e634cc2130fd14436a1bea50a6b1217,Students think that organisms evolve to meet their needs. Which explanation corrects this?
5005-108,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,409c79040173e2689da6ce0f86e9af6c83014a30927cbaffa07cbd10e923aed4,What is the role of decomposers?
5005-109,5005,Science,Life Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,abc9c63bb07b46dc90900b97de8cb3d68f015706fca9323ac1aeecc336c5e959,What is a habitat?
5005-110,5005,Science,Life Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,2ddbdf6df669d848a3479468824d7913299a37184c8f3026f99b808f3c082743,Why do islands have unique species?
5005-111,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,346f7f113d41d9cd77bf0e4cb23597f156b4c3d77238351eca3c639f7685cea1,Which demonstration best shows carrying capacity?
5005-112,5005,Science,Life Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,b2ec0eb709d97c858c75dacb152d298e21feb5b3b76cd4d4b92e629cdd2b8298,What is symbiosis?
5005-113,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,327ff6a1a5a595ba9e93f13274697c3c571d4bdf2d6b4d1f24847ff0c734c652,What is the difference between aerobic and anaerobic respiration?
5005-114,5005,Science,Life Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,483e53f41360adf5312856d38f791e1d47f14a2b68730c1d5b3ca30083363037,Students confuse mitosis and meiosis. Which comparison helps most?
5005-115,5005,Science,Physical Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,6f71b536c5666927bfa1503d26000970e39fa34ac7217d51cf52b96155c49c77,What is the unit of power?
5005-116,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,006b27b767588a4b3f9147102a3c95f23b21351f7ccd90b70d2fa73f2813049a,Why does a balloon stick to a wall after rubbing on hair?
5005-117,5005,Science,Physical Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,c7deae0f94a4fb9a36d54e08edafa34967e1c3fb3f46010773855feec9aebe87,Students think that energy can be created. Which principle corrects this?
5005-118,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,5a6128528c1435eb9378a30ef1d5f2050bfb783681a6fc50c58ebef34ddfa13e,What is an element?
5005-119,5005,Science,Physical Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,5d82cc78d3a1237bbfa3c77d054ebb58d3b5266846cec1d883a9cff932912077,What is the chemical symbol for oxygen?
5005-120,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,fdfc46a6cb8a4c30e78e885cde0e0709d1b30aad2d40ac7554bc52cb77755d24,How does pressure change with depth in water?
5005-121,5005,Science,Physical Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,14f0752b05b2a6e684372f116fadab52d42dbef54a1a027222689d08e8a180dc,Which experiment best demonstrates conductivity?
5005-122,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,48002bc8d6711cb63e908c0bae3554e5891ef4df01a59b91a98caf4cf76d1130,What is the pH of pure water?
